351749909092900864	positive	@LiterallySimon Die sitzen in der gleichen Fraktion, wie die deutsche Linke. Das erlaubt mir die Zuordnung :)	@LiterallySimon die sitzen in die gleich Fraktion, wie die deutsch Linke. die erlauben ich die Zuordnung :)	NN PDS VVFIN APPR ART ADJA NN KOKOM ART ADJA NN PDS VVFIN PPER ART NN ADJD	0/-- 3/SB 0/-- 3/MO 7/NK 7/NK 4/NK 11/CM 11/NK 11/NK 6/CC 13/SB 0/-- 13/DA 16/NK 13/OA 13/SVP	_ case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg|pers=1 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
377101845107200001	negative	@thodenk bestimmt nur ein Missverständnis. :-) In Berlin wählt doch keiner die FDP! :-)	@thodenk bestimmen nur eine Missverständnis. :-) in Berlin wählen doch keine die FDP! :-)	NN VVFIN ADV ART NE $( APPR NE VVFIN ADV PIS ART ADJA $(	0/-- 0/-- 5/MO 5/NK 2/OA 7/-- 9/MO 7/NK 0/-- 9/MO 9/SB 13/NK 9/OA 0/--	case=nom|gender=fem|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|EmoExpression::markable_2::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|EmoExpression::markable_2::EmoExpression=True Sentiment::markable_3::Sentiment=True|Sentiment::markable_3::Sarcasm=false|Sentiment::markable_3::Polarity=negative|Sentiment::markable_3::Intensity=medium case=dat|gender=neut|num=sg|Sentiment::markable_3::Sentiment=True EmoExpression::markable_7::EmoExpression=True|EmoExpression::markable_7::Uncertain=false|mood=ind|EmoExpression::markable_7::SubjectiveFact=false|Sentiment::markable_3::Sentiment=True|EmoExpression::markable_7::Sarcasm=false|EmoExpression::markable_7::Polarity=positive|pers=3|num=sg|tense=pres|EmoExpression::markable_7::Intensity=medium Sentiment::markable_3::Sentiment=True case=nom|Negation::markable_5::Negation=True|Negation::markable_5::EmoExpressionRef=emo-expression:markable_7|Source::markable_4::Source=True|gender=masc|Source::markable_4::Anaphref=empty|num=sg|Sentiment::markable_3::Sentiment=True case=acc|Target::markable_6::Target=True|num=sg|Sentiment::markable_3::Sentiment=True|gender=fem|Target::markable_6::Anaphref=empty|Target::markable_6::Preferred=true case=acc|gender=fem|num=sg|pos=True|Sentiment::markable_3::Sentiment=True EmoExpression::markable_8::SubjectiveFact=false|EmoExpression::markable_8::Intensity=medium|EmoExpression::markable_8::Polarity=positive|EmoExpression::markable_8::Sarcasm=false|EmoExpression::markable_8::EmoExpression=True|Sentiment::markable_3::Sentiment=True|EmoExpression::markable_8::Uncertain=false
384297634925936640	positive	@ClubComputerat Die Kamera ist nicht nur an wenn die grüne Lampe leuchtet :-)	@ClubComputerat die Kamera sein nicht nur an wenn die grün Lampe leuchten :-)	NN ART NN VAFIN PTKNEG ADV APPR KOUS ART ADJA NN VVFIN $(	0/-- 3/NK 4/SB 0/-- 6/NG 12/MO 0/-- 12/CP 11/NK 11/NK 12/SB 4/PD 12/--	case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl|pos=True case=nom|gender=masc|num=pl _ EmoExpression::markable_9::Uncertain=false|EmoExpression::markable_9::Polarity=positive|EmoExpression::markable_9::Sarcasm=false|EmoExpression::markable_9::Intensity=medium|EmoExpression::markable_9::SubjectiveFact=false|EmoExpression::markable_9::EmoExpression=True
372362759419084800	positive	Gerär SPD hat Besuch bekommen ;-) http://t.co/uXCNgccUvD	Gerär SPD haben Besuch bekommen ;-) http://t.co/uXCNgccUvD	NN NE VAFIN NN VVINF $( NN	3/SB 1/NK 0/-- 5/OA 3/OC 5/-- 5/OA	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg _ EmoExpression::markable_10::Uncertain=false|EmoExpression::markable_10::Polarity=positive|EmoExpression::markable_10::Sarcasm=false|EmoExpression::markable_10::Intensity=medium|EmoExpression::markable_10::EmoExpression=True|EmoExpression::markable_10::SubjectiveFact=false _
381916164256837633	positive	RT @Frank_Hurlemann: Mit dieser Genugtuung habe ich nicht gerechnet: No more Aufsage-Minister Westerwelle. Danke Deutschland :-) ...	RT @Frank_Hurlemann: mit dies Genugtuung haben ich nicht gerechnet: <UNKNOWN> more Aufsage-Minister Westerwelle. Dank Deutschland :-) ...	NE NN APPR PDAT NN VAFIN PPER PTKNEG ADJA NN ADJA NN NE NN NE $( $.	2/AG 0/-- 6/MO 5/NK 3/NK 0/-- 6/SB 9/NG 6/OC 9/SB 12/NK 6/OA 12/NK 0/-- 14/NK 15/-- 16/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|EmoExpression::markable_11::Sarcasm=false|EmoExpression::markable_11::SubjectiveFact=false|gender=fem|EmoExpression::markable_11::Intensity=medium|num=sg|EmoExpression::markable_11::Polarity=positive|EmoExpression::markable_11::EmoExpression=True|EmoExpression::markable_11::Uncertain=false pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ _ case=acc|gender=masc|num=pl|pos=True case=acc|gender=masc|num=pl case=nom|gender=masc|num=sg EmoExpression::markable_104012863::Polarity=positive|EmoExpression::markable_104012863::Sarcasm=false|EmoExpression::markable_104012863::Uncertain=false|EmoExpression::markable_104012863::Intensity=medium|EmoExpression::markable_104012863::SubjectiveFact=false|EmoExpression::markable_104012863::EmoExpression=True case=nom|num=sg|Target::markable_104012864::Target=True|Target::markable_104012864::Preferred=true|gender=neut|Target::markable_104012864::Anaphref=empty EmoExpression::markable_12::Intensity=medium|EmoExpression::markable_12::Polarity=positive|EmoExpression::markable_12::Uncertain=false|EmoExpression::markable_12::Sarcasm=false|EmoExpression::markable_12::SubjectiveFact=false|EmoExpression::markable_12::EmoExpression=True _
354482258343759872	positive	Oh, die #CSU trifft sich heute im #Swingerclub "Kloster Banz", bestimmt sind auch ein paar knackige Messdiener zugegen. :)	Oh, die #CSU treffen sich heute in #Swingerclub "Kloster Banz", bestimmt sein auch eine paar knackig Messdiener zugegen. :)	NE ART NN VVFIN PRF ADV APPRART NN NN NE ADV VAFIN ADV ART PIAT ADJA NN NE ADJA	12/SB 3/NK 4/OA 0/-- 4/OA 4/MO 4/MO 7/NK 8/NK 9/NK 8/MNR 4/CJ 17/MO 15/NK 17/NK 17/NK 12/SB 17/AG 0/--	case=nom|*=True|Sentiment::markable_14::Sentiment=True|num=sg case=acc|Sentiment::markable_14::Sentiment=True|num=sg|Target::markable_16::Target=True|gender=fem|Target::markable_16::Anaphref=empty|Target::markable_16::Preferred=true case=acc|gender=fem|Sentiment::markable_14::Sentiment=True|num=sg|Target::markable_16::Target=True pers=3|Sentiment::markable_14::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_16::Target=True case=acc|pers=3|Sentiment::markable_14::Sentiment=True|num=sg|Target::markable_16::Target=True Sentiment::markable_14::Sentiment=True|Target::markable_16::Target=True case=dat|gender=masc|Sentiment::markable_14::Sentiment=True|num=sg|Target::markable_16::Target=True case=dat|gender=masc|Sentiment::markable_14::Sentiment=True|num=sg|Target::markable_16::Target=True case=nom|gender=masc|Sentiment::markable_14::Sentiment=True|num=sg|Target::markable_16::Target=True case=nom|gender=masc|num=sg _ pers=3|num=pl|tense=pres|mood=ind _ Sentiment::markable_17::Sentiment=True|Target::markable_18::Target=True|Sentiment::markable_17::Polarity=positive|Target::markable_18::Anaphref=empty|*=True|Sentiment::markable_17::Sarcasm=false|Sentiment::markable_17::Intensity=medium|Target::markable_18::Preferred=true Sentiment::markable_17::Sentiment=True|*=True|Target::markable_18::Target=True case=acc|Sentiment::markable_17::Sentiment=True|Target::markable_18::Target=True|gender=neut|EmoExpression::markable_19::Sarcasm=false|pos=True|EmoExpression::markable_19::EmoExpression=True|num=pl|EmoExpression::markable_19::Intensity=medium|EmoExpression::markable_19::SubjectiveFact=false|EmoExpression::markable_19::Uncertain=false|EmoExpression::markable_19::Polarity=positive case=acc|gender=neut|Sentiment::markable_17::Sentiment=True|num=pl|Target::markable_18::Target=True _ EmoExpression::markable_13::Polarity=positive|EmoExpression::markable_13::EmoExpression=True|EmoExpression::markable_13::Uncertain=false|EmoExpression::markable_13::Intensity=medium|EmoExpression::markable_13::Sarcasm=false|EmoExpression::markable_13::SubjectiveFact=false
381689950632415232	positive	Guten Morgen an diesem Wahlsonntag :-) Habe gestern fleissig Kreuzemalen geübt. Mal schauen, ob ich die Kreise alle treffe ;-D	gut Morgen an dies Wahlsonntag :-) haben gestern fleißig Kreuzemalen geübt. Mal schauen, ob ich die Kreis alle treffen ;-D	ADJA NN APPR PDAT NN $( VAFIN ADV ADJD ADJA ADJA NN VVFIN KOUS PPER ART NN PIS VVFIN NN	2/NK 10/DA 2/MNR 5/NK 3/NK 5/-- 0/-- 7/MO 10/MO 11/MO 7/MO 13/MO 0/-- 19/CP 19/SB 17/NK 19/OA 17/NK 13/OC 19/OA	case=dat|EmoExpression::markable_20::Uncertain=false|gender=masc|EmoExpression::markable_20::Sarcasm=false|pos=True|EmoExpression::markable_20::EmoExpression=True|num=pl|EmoExpression::markable_20::Intensity=medium|EmoExpression::markable_20::SubjectiveFact=false|EmoExpression::markable_20::Polarity=positive case=dat|gender=masc|num=pl _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|EmoExpression::markable_21::EmoExpression=True|gender=masc|EmoExpression::markable_21::Intensity=medium|num=sg|EmoExpression::markable_21::SubjectiveFact=false|EmoExpression::markable_21::Uncertain=false|EmoExpression::markable_21::Polarity=positive|EmoExpression::markable_21::Sarcasm=false case=nom|gender=neut|num=sg _ EmoExpression::markable_22::Uncertain=false|EmoExpression::markable_22::Intensity=medium|EmoExpression::markable_22::Sarcasm=false|EmoExpression::markable_22::SubjectiveFact=false|EmoExpression::markable_22::EmoExpression=True|pos=True|EmoExpression::markable_22::Polarity=positive case=gen|gender=neut|num=sg|pos=True _ _ _ _ case=nom|*=True|num=sg|pers=1 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|*=True|num=pl pers=3|num=sg|tense=pres|mood=subj case=acc|EmoExpression::markable_23::SubjectiveFact=false|gender=fem|EmoExpression::markable_23::Intensity=medium|EmoExpression::markable_23::Uncertain=false|num=sg|EmoExpression::markable_23::EmoExpression=True|EmoExpression::markable_23::Polarity=positive|EmoExpression::markable_23::Sarcasm=false
355228413235179520	negative	Mail bekommen das das wording in den #facebook Einträgen zu "hart" sei. Da schlägt wohl meine niederbayerische Art durch :) #piraten	Mail bekommen die die wording in die #facebook Eintrag zu "hart" sei. da schlagen wohl mein niederbayerisch Art durch :) #piraten	NE VVFIN PDS ART NN APPR ART ADJA NN APPR NN NE ADV VVFIN ADV PPOSAT ADJA NN APPR ADJA NN	2/SB 0/-- 2/OA 5/NK 2/OA 2/MO 9/NK 9/NK 6/NK 9/MNR 10/NK 11/NK 14/MO 0/-- 14/MO 18/NK 18/NK 14/SB 14/MO 21/NK 19/NK	case=nom|*=True|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|Target::markable_28::Anaphref=empty|Sentiment::markable_27::Sentiment=True|Sentiment::markable_27::Sarcasm=false|gender=neut|Sentiment::markable_27::Intensity=medium|num=sg|Target::markable_28::Preferred=true|Target::markable_28::Target=True|Sentiment::markable_27::Polarity=negative case=nom|gender=neut|num=sg|Sentiment::markable_27::Sentiment=True|Target::markable_28::Target=True Target::markable_28::Target=True|Sentiment::markable_27::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_27::Sentiment=True|Target::markable_28::Target=True case=acc|num=sg|Sentiment::markable_27::Sentiment=True|Target::markable_28::Target=True|gender=masc|pos=True case=acc|gender=masc|num=sg|Sentiment::markable_27::Sentiment=True|Target::markable_28::Target=True Intensifier::markable_25::Degree=strong|Intensifier::markable_25::Intensifier=True|Sentiment::markable_27::Sentiment=True|Intensifier::markable_25::EmoExpressionRef=emo-expression:markable_24 case=dat|gender=masc|num=sg|Sentiment::markable_27::Sentiment=True case=dat|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ case=acc|EmoExpression::markable_26::Sarcasm=false|EmoExpression::markable_26::EmoExpression=True|EmoExpression::markable_26::Uncertain=false|EmoExpression::markable_26::Intensity=medium|gender=fem|EmoExpression::markable_26::Polarity=positive|pos=True|num=pl|EmoExpression::markable_26::SubjectiveFact=false case=acc|gender=fem|num=pl
355650615415803904	positive	The West Wing @stern_sofa , so viel Zeit muss sein. ;-) @stuebetour @jonasweber	The West Wing @stern_sofa , so viele Zeit müssen sein. ;-) @stuebetour @jonasweber	FM NN NE NN $, ADV PIAT NN VMFIN NE $( NN NN	0/-- 1/UC 1/UC 1/UC 9/-- 7/MO 8/NK 9/MO 0/-- 9/SB 12/-- 0/-- 0/--	*=True *=True *=True *=True _ _ *=True case=acc|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg EmoExpression::markable_29::Uncertain=false|EmoExpression::markable_29::EmoExpression=True|EmoExpression::markable_29::Polarity=positive|EmoExpression::markable_29::Sarcasm=false|EmoExpression::markable_29::Intensity=medium|EmoExpression::markable_29::SubjectiveFact=false _ _
360749159109754880	positive	Habe jetzt schwarz grüne Haare ^^ Fotos kommen bald auf meinem Blog :D Als kleine Kostprobe hier ein Bild :* http://t.co/R6dzmg7kn7	haben jetzt schwarz grün Haar ^^ Foto kommen bald auf mein Blog :D als klein Kostprobe hier eine Bild :* http://t.co/R6dzmg7kn7	VAFIN ADV ADJD ADJA NN ADJA NN VVFIN ADV APPR PPOSAT NN ADJD KOKOM ADJA NN ADV ART NN ADJA NN	0/-- 8/MO 4/MO 5/NK 8/SB 7/NK 5/AG 1/OC 8/MO 8/MO 12/NK 10/NK 8/MO 8/MO 16/NK 14/NK 8/MO 19/NK 8/OA 21/NK 19/NK	case=gen|Target::markable_32::Target=True|Sentiment::markable_31::Intensity=medium|Target::markable_32::Anaphref=empty|gender=fem|Sentiment::markable_31::Polarity=positive|pers=3|Target::markable_32::Preferred=true|num=sg|Sentiment::markable_31::Sentiment=True|Sentiment::markable_31::Sarcasm=false Target::markable_32::Target=True|Sentiment::markable_31::Sentiment=True Target::markable_32::Target=True|Sentiment::markable_31::Sentiment=True|pos=True case=nom|Target::markable_32::Target=True|num=pl|gender=masc|Sentiment::markable_31::Sentiment=True|pos=True case=nom|gender=masc|Target::markable_32::Target=True|num=pl|Sentiment::markable_31::Sentiment=True case=nom|EmoExpression::markable_30::EmoExpression=True|num=pl|gender=masc|Sentiment::markable_31::Sentiment=True|pos=True case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg EmoExpression::markable_33::Sarcasm=false|EmoExpression::markable_33::Uncertain=false|EmoExpression::markable_33::Polarity=positive|EmoExpression::markable_33::EmoExpression=True|pos=True|EmoExpression::markable_33::Intensity=medium|EmoExpression::markable_33::SubjectiveFact=false Sentiment::markable_34::Sentiment=True|Sentiment::markable_34::Polarity=positive|Sentiment::markable_34::Sarcasm=false|Sentiment::markable_34::Intensity=medium case=acc|gender=masc|num=pl|Sentiment::markable_34::Sentiment=True|pos=True case=acc|gender=masc|num=pl|Sentiment::markable_34::Sentiment=True Sentiment::markable_34::Sentiment=True case=acc|Target::markable_36::Anaphref=empty|num=sg|Target::markable_36::Preferred=true|Sentiment::markable_34::Sentiment=True|gender=neut|Target::markable_36::Target=True case=acc|gender=neut|num=sg|Sentiment::markable_34::Sentiment=True|Target::markable_36::Target=True case=acc|EmoExpression::markable_37::Uncertain=false|gender=neut|EmoExpression::markable_37::Sarcasm=false|pos=True|EmoExpression::markable_37::EmoExpression=True|num=sg|Sentiment::markable_34::Sentiment=True|EmoExpression::markable_37::Intensity=medium|EmoExpression::markable_37::SubjectiveFact=false|EmoExpression::markable_37::Polarity=positive case=acc|gender=neut|num=sg
