347332298892529665	positive	;-) für einen Informatiklehrer mit FDP-Parteibuch ist das #Internet auch #Neuland, seine HP hier: http://t.co/fSMWB56jUy #Hoyerswerda #FDP	;-) für eine Informatiklehrer mit FDP-Parteibuch sein die #Internet auch #Neuland, sein HP hier: http://t.co/fSMWB56jUy #Hoyerswerda #FDP	$( APPR ART NN APPR NN VAFIN ART NN ADV NE PPOSAT NE ADJA NN NN NN	2/-- 7/MO 4/NK 2/NK 4/MNR 5/NK 0/-- 9/NK 7/SB 15/MO 13/PNC 13/NK 15/AG 15/NK 7/SB 15/NK 7/PD	EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|EmoExpression::markable_2::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|EmoExpression::markable_2::EmoExpression=True _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
370642972217315328	positive	@Der_Dutschi Ist vielleicht Absicht ... SPD heisst jetzt UDE - heimliche Umbenennung ;-)	@Der_Dutschi sein vielleicht Absicht ... SPD heißen jetzt Ude - heimlich Umbenennung ;-)	NN VAFIN ADV NN $. NE VVFIN ADV NE $( ADJA NN $(	0/-- 0/-- 2/MO 2/PD 4/-- 7/SB 0/-- 7/MO 12/AG 9/-- 12/NK 7/OA 12/--	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::Sarcasm=false|EmoExpression::markable_3::Uncertain=false
373428117379223552	positive	daher: ein strammer SPD-Soldat ist jedenfalls @christiansoeder #ff :-) #scnr	daher: eine stramm SPD-Soldat sein jedenfalls @christiansoeder #ff :-) #scnr	VVFIN ART ADJA NN VAFIN ADV NN ADJA $( NN	5/MO 4/NK 4/NK 5/SB 0/-- 5/MO 5/PD 0/-- 8/-- 8/PAR	pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg _ EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::Polarity=positive|EmoExpression::markable_4::EmoExpression=True case=nom|gender=masc|num=sg
376087150543925248	mixed	RT @Shin_nington: "@ProSieben Für #Castiel ist dieser Freitag #Supernatural. Und für dich?" auch. aber Cas ist erst mal futsch :(	RT @Shin_nington: "@ProSieben für #Castiel sein dies Freitag #Supernatural. und für dich?" auch. aber Cas sein erst mal futsch :(	NE ADJA NN APPR NN VAFIN PDAT NN NN KON APPR ADJA TRUNC KON NE VAFIN ADV ADV ADJD ADJD	2/SB 0/-- 0/-- 6/MO 4/NK 0/-- 8/NK 6/SB 6/PD 11/JU 0/-- 11/NK 14/CJ 15/CD 16/SB 0/-- 18/MO 16/MO 20/MO 16/PD	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True _ Sentiment::markable_5::Polarity=positive|Sentiment::markable_5::Sarcasm=false|Sentiment::markable_5::Sentiment=True|Sentiment::markable_5::Intensity=strong case=acc|*=True|num=sg|Sentiment::markable_5::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_5::Sentiment=True case=nom|Target::markable_6::Target=True|num=sg|Target::markable_6::Preferred=true|gender=masc|Target::markable_6::Anaphref=empty|Sentiment::markable_5::Sentiment=True case=nom|gender=masc|Target::markable_6::Target=True|num=sg|Sentiment::markable_5::Sentiment=True case=nom|gender=masc|num=sg _ _ case=acc|*=True|num=sg _ _ case=nom|Sentiment::markable_8::Intensity=medium|gender=neut|Sentiment::markable_8::Sentiment=True|Target::markable_9::Preferred=true|Sentiment::markable_8::Sarcasm=false|num=sg|Target::markable_9::Target=True|Target::markable_9::Anaphref=empty|Sentiment::markable_8::Polarity=negative pers=3|Sentiment::markable_8::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_8::Sentiment=True Sentiment::markable_8::Sentiment=True EmoExpression::markable_10::Intensity=medium|Sentiment::markable_8::Sentiment=True|pos=True|EmoExpression::markable_10::EmoExpression=True|EmoExpression::markable_10::Uncertain=false|EmoExpression::markable_10::Polarity=negative|EmoExpression::markable_10::Sarcasm=false|EmoExpression::markable_10::SubjectiveFact=false EmoExpression::markable_11::Intensity=medium|EmoExpression::markable_11::Sarcasm=false|EmoExpression::markable_11::SubjectiveFact=false|EmoExpression::markable_11::Polarity=negative|EmoExpression::markable_11::EmoExpression=True|EmoExpression::markable_11::Uncertain=false|Sentiment::markable_8::Sentiment=True
383286564299620352	positive	"Neue Bezüge für die Retro-Sessel im Parlament!" ;-) Mein Tag mit Grünen-Jungkandidat @_julianschmid zum Nachschauen: http://t.co/48GBtCK8Kj	"Neue Bezug für die Retro-Sessel in Parlament!" ;-) mein Tag mit Grünen-Jungkandidat @_julianschmid zu Nachschauen: http://t.co/48GBtCK8Kj	NN NN APPR ART NN APPRART NN $( PPOSAT NN APPR NN NE APPRART NN NE	0/-- 1/NK 1/MNR 5/NK 3/NK 5/MNR 6/NK 9/-- 10/NK 0/-- 10/MNR 11/NK 12/NK 0/-- 14/NK 15/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg EmoExpression::markable_12::Intensity=medium|EmoExpression::markable_12::Polarity=positive|EmoExpression::markable_12::Uncertain=false|EmoExpression::markable_12::Sarcasm=false|EmoExpression::markable_12::SubjectiveFact=false|EmoExpression::markable_12::EmoExpression=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg
383165063042830336	positive	@benniH und das obwohl sogar von den Grünen ein paar gesagt haben, dass Petra Hesse vermutlich die beste Wahl ist :( @hyperpac	@benniH und die obwohl sogar von die Grüne eine paar gesagt haben, dass Petra Hesse vermutlich die gut Wahl sein :( @hyperpac	NN KON ART KOUS ADV APPR ART NN ART PIAT ADJD VVFIN KOUS NE NE ADV ART ADJA NN VAFIN ADJA NN	0/-- 20/JU 19/NK 12/CP 12/MO 11/SBP 8/NK 6/NK 10/NK 11/MO 12/MO 19/PAR 15/CP 15/PNC 12/SB 12/MO 19/NK 19/NK 20/SB 0/-- 22/NK 20/PD	case=nom|gender=masc|num=sg Sentiment::markable_13::Sarcasm=false|Sentiment::markable_13::Polarity=positive|Sentiment::markable_13::Sentiment=True|Sentiment::markable_13::Intensity=medium case=nom|gender=neut|num=sg|Sentiment::markable_13::Sentiment=True Sentiment::markable_13::Sentiment=True Sentiment::markable_13::Sentiment=True Sentiment::markable_13::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_13::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_13::Sentiment=True Source::markable_14::Anaphref=empty|Source::markable_14::Source=True|*=True|Sentiment::markable_13::Sentiment=True Source::markable_14::Source=True|*=True|Sentiment::markable_13::Sentiment=True Sentiment::markable_13::Sentiment=True pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_13::Sentiment=True Sentiment::markable_13::Sentiment=True case=nom|Target::markable_15::Preferred=true|num=sg|Target::markable_15::Anaphref=empty|Sentiment::markable_13::Sentiment=True|*=True|Target::markable_15::Target=True case=nom|*=True|num=sg|Target::markable_15::Target=True|Sentiment::markable_13::Sentiment=True Sentiment::markable_13::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_13::Sentiment=True case=nom|EmoExpression::markable_16::EmoExpression=True|gender=fem|EmoExpression::markable_16::Uncertain=false|Sentiment::markable_13::Sentiment=True|EmoExpression::markable_16::Intensity=strong|EmoExpression::markable_16::Polarity=positive|num=sg|sup=True|EmoExpression::markable_16::Sarcasm=false|EmoExpression::markable_16::SubjectiveFact=false case=nom|gender=fem|num=sg|Sentiment::markable_13::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_13::Sentiment=True case=nom|EmoExpression::markable_17::SubjectiveFact=false|EmoExpression::markable_17::Polarity=negative|gender=fem|pos=True|num=sg|EmoExpression::markable_17::EmoExpression=True|Sentiment::markable_13::Sentiment=True|EmoExpression::markable_17::Sarcasm=false|EmoExpression::markable_17::Uncertain=false|EmoExpression::markable_17::Intensity=medium case=nom|gender=fem|num=sg
381537313081524224	negative	RT @1964HR: Dem #CDU Typen heute auf dem Markt habe ich gesagt, ich weiss schon seit Jahren, was ich nicht wählen werde... :-))	RT @1964HR: die #CDU Typ heute auf die Markt haben ich gesagt, ich wissen schon seit Jahren, was ich nicht wählen werde... :-))	NE NN ART NN NN ADV APPR ART NN VAFIN PPER NE PPER VVFIN ADV APPR NE PIS PPER PTKNEG VVFIN ADJA ADJA	2/PNC 0/-- 4/NK 10/DA 4/NK 10/MO 10/MO 9/NK 7/NK 0/-- 10/SB 14/OA 14/SB 10/OC 16/MO 14/MO 16/NK 21/OA 14/SB 21/NG 14/OC 21/MO 0/--	case=nom|*=True|num=sg case=nom|*=True|num=sg case=dat|Sentiment::markable_18::Sarcasm=false|num=sg|Sentiment::markable_18::Polarity=negative|gender=masc|Sentiment::markable_18::Intensity=medium|Sentiment::markable_18::Sentiment=True case=dat|num=sg|Target::markable_24::Target=True|gender=masc|Target::markable_24::Preferred=true|Target::markable_24::Anaphref=empty|Sentiment::markable_18::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_18::Sentiment=True Sentiment::markable_18::Sentiment=True Sentiment::markable_18::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_18::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_18::Sentiment=True pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_18::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_18::Sentiment=True|pers=1 pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_18::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_18::Sentiment=True|pers=1 pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_18::Sentiment=True Sentiment::markable_18::Sentiment=True Sentiment::markable_18::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_18::Sentiment=True case=acc|Target::markable_19::Target=True|num=sg|Sentiment::markable_18::Sentiment=True|Target::markable_19::Anaphref=markable_24|gender=neut|Target::markable_19::Preferred=true case=nom|pers=1|num=sg|Source::markable_20::Anaphref=empty|gender=masc|Sentiment::markable_18::Sentiment=True|Source::markable_20::Source=True Negation::markable_22::EmoExpressionRef=emo-expression:markable_21|Sentiment::markable_18::Sentiment=True|Negation::markable_22::Negation=True Sentiment::markable_18::Sentiment=True|EmoExpression::markable_21::EmoExpression=True|EmoExpression::markable_21::SubjectiveFact=false|EmoExpression::markable_21::Uncertain=false|EmoExpression::markable_21::Polarity=positive|EmoExpression::markable_21::Sarcasm=false|EmoExpression::markable_21::Intensity=medium Sentiment::markable_18::Sentiment=True EmoExpression::markable_23::SubjectiveFact=false|EmoExpression::markable_23::Intensity=medium|Sentiment::markable_18::Sentiment=True|EmoExpression::markable_23::EmoExpression=True|EmoExpression::markable_23::Uncertain=false|EmoExpression::markable_23::Polarity=positive|EmoExpression::markable_23::Sarcasm=false
384606488070594560	positive	Ich hoffe doch mal das hier was vernünftiges raus kommt ;-) http://t.co/ES6EnChp4z (via @csinss )	ich hoffen doch mal die hier was vernünftig raus kommen ;-) http://t.co/ES6EnChp4z (via @csinss )	PPER VVFIN ADV ADV PDS ADV PIAT ADJA ADV VVFIN $( NN NE ADJA $(	2/SB 0/-- 5/MO 5/MO 2/OA 10/MO 8/MO 10/SB 10/MO 2/OC 12/-- 10/SB 12/NK 10/MO 0/--	case=nom|Source::markable_26::Anaphref=empty|*=True|Sentiment::markable_25::Polarity=positive|pers=1|num=sg|Sentiment::markable_25::Sarcasm=false|Sentiment::markable_25::Intensity=medium|Source::markable_26::Source=True|Sentiment::markable_25::Sentiment=True EmoExpression::markable_27::EmoExpression=True|mood=ind|pers=1|EmoExpression::markable_27::Uncertain=false|num=sg|tense=pres|EmoExpression::markable_27::SubjectiveFact=false|EmoExpression::markable_27::Intensity=medium|Sentiment::markable_25::Sentiment=True|EmoExpression::markable_27::Sarcasm=false|EmoExpression::markable_27::Polarity=positive Sentiment::markable_25::Sentiment=True Sentiment::markable_25::Sentiment=True case=nom|gender=neut|Sentiment::markable_25::Sentiment=True|num=sg Target::markable_28::Anaphref=empty|Sentiment::markable_25::Sentiment=True|Target::markable_28::Preferred=true|Target::markable_28::Target=True case=nom|gender=neut|Sentiment::markable_25::Sentiment=True|num=sg|Target::markable_28::Target=True case=nom|gender=neut|pos=True|EmoExpression::markable_30::EmoExpression=True|EmoExpression::markable_30::Uncertain=false|num=sg|EmoExpression::markable_30::Intensity=medium|Target::markable_28::Target=True|EmoExpression::markable_30::SubjectiveFact=false|Sentiment::markable_25::Sentiment=True|EmoExpression::markable_30::Sarcasm=false|EmoExpression::markable_30::Polarity=positive Target::markable_28::Target=True|Sentiment::markable_25::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_28::Target=True|Sentiment::markable_25::Sentiment=True case=nom|EmoExpression::markable_29::Intensity=medium|gender=fem|EmoExpression::markable_29::EmoExpression=True|EmoExpression::markable_29::Uncertain=false|num=sg|EmoExpression::markable_29::Polarity=positive|EmoExpression::markable_29::Sarcasm=false|Sentiment::markable_25::Sentiment=True|EmoExpression::markable_29::SubjectiveFact=false case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=acc|gender=neut|num=sg|pers=3 _
369978852011163648	positive	So nennt man das, ja. RT @jot_el: @AdvocatusRabuli Du meinst Anschlussverwendung für die Mitarbeiter der @FDP_Fraktion ? :)	so nennen man das, ja. RT @jot_el: @AdvocatusRabuli du meinen Anschlussverwendung für die Mitarbeiter die @FDP_Fraktion ? :)	ADV VVFIN PIS NE NE NE ADJA NN PPER VVFIN NN APPR ART NN ART NN $. ADJA	2/MO 0/-- 2/SB 2/DA 2/OA 0/-- 6/UC 0/-- 10/SB 0/-- 10/OA 11/MNR 14/NK 12/NK 16/NK 14/AG 0/-- 0/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ _ case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=masc|num=sg case=nom|*=True|num=sg|pers=2 pers=2|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ EmoExpression::markable_31::Sarcasm=false|EmoExpression::markable_31::EmoExpression=True|EmoExpression::markable_31::Uncertain=false|EmoExpression::markable_31::Intensity=medium|EmoExpression::markable_31::SubjectiveFact=false|EmoExpression::markable_31::Polarity=positive
377846595796344832	positive	@norberthense darf der Anti-AfD Flyer wieder verteilt werden? :-) Ich hätte da Bedarf daran den zu verteilen. :-)	@norberthense dürfen die Anti-AfD Flyer wieder verteilt werden? :-) ich haben da Bedarf daran die zu verteilen. :-)	NN VMFIN ART ADJA NN ADV ADJD VVFIN $( PPER VAFIN ADV NN PAV ART APPR NE $(	0/-- 0/-- 5/NK 5/NK 2/SB 2/MO 8/MO 2/OC 10/-- 11/SB 0/-- 11/MO 11/OA 13/NK 11/OA 15/MNR 16/NK 0/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ _ EmoExpression::markable_32::Intensity=medium|EmoExpression::markable_32::Polarity=positive|EmoExpression::markable_32::Sarcasm=false|EmoExpression::markable_32::SubjectiveFact=false|EmoExpression::markable_32::Uncertain=false|EmoExpression::markable_32::EmoExpression=True case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=subj _ pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg _ _ EmoExpression::markable_33::Sarcasm=false|EmoExpression::markable_33::Uncertain=false|EmoExpression::markable_33::Polarity=positive|EmoExpression::markable_33::EmoExpression=True|EmoExpression::markable_33::Intensity=medium|EmoExpression::markable_33::SubjectiveFact=false
